FID,id,kenn,name,geom,start_measure,end_measure,value,unit,validated,nuclide,duration
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31fe,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-22T00:00:00,2025-12-23T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31fc,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-23T00:00:00,2025-12-24T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31fa,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-24T00:00:00,2025-12-25T00:00:00,0.11,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31f9,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-25T00:00:00,2025-12-26T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31f7,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-26T00:00:00,2025-12-27T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31f5,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-27T00:00:00,2025-12-28T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31f4,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-28T00:00:00,2025-12-29T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31f2,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-29T00:00:00,2025-12-30T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31f0,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-30T00:00:00,2025-12-31T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31ef,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-12-31T00:00:00,2026-01-01T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31ed,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-01T00:00:00,2026-01-02T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31eb,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-02T00:00:00,2026-01-03T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31ea,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-03T00:00:00,2026-01-04T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31e9,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-04T00:00:00,2026-01-05T00:00:00,0.11,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31e7,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-05T00:00:00,2026-01-06T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31e5,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-06T00:00:00,2026-01-07T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31e4,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-07T00:00:00,2026-01-08T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31e2,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-08T00:00:00,2026-01-09T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31e0,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-09T00:00:00,2026-01-10T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31df,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-10T00:00:00,2026-01-11T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31dd,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-11T00:00:00,2026-01-12T00:00:00,0.108,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31db,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-12T00:00:00,2026-01-13T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31da,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-13T00:00:00,2026-01-14T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31d9,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-14T00:00:00,2026-01-15T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31d6,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-15T00:00:00,2026-01-16T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31d5,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-16T00:00:00,2026-01-17T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31d4,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-17T00:00:00,2026-01-18T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31d1,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-18T00:00:00,2026-01-19T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31d0,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-19T00:00:00,2026-01-20T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31c2,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-20T00:00:00,2026-01-21T00:00:00,0.11,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31c0,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-21T00:00:00,2026-01-22T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31bf,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-22T00:00:00,2026-01-23T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31bd,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-23T00:00:00,2026-01-24T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31bb,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-24T00:00:00,2026-01-25T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31ba,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-25T00:00:00,2026-01-26T00:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31b8,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-26T00:00:00,2026-01-27T00:00:00,0.124,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-31b7,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2026-01-27T00:00:00,2026-01-28T00:00:00,0.105,µSv/h,1,Gamma-ODL-Brutto,1d
