Objektnummer,Kulturdenkmaltyp,Kreis,Gemeinde,Adresse_Lage,Bezeichnung,Beschreibung,Begr_ndung,Schutzumfang,FotoURL
41145,Sachgesamtheit,Kreis Stormarn,Trittau,Kirchenstraße,Martin-Luther-Kirche,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Martin-Luther-Kirche mit Ausstattung, Kirchhof, Grabmale bis 1870, Lindenkranz, Granit-Böschungsmauer",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41145.jpg
3836,Bauliche Anlage,Kreis Stormarn,Trittau,Alte Möllner Straße,Napoleonbrücke,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3836.jpg
26922,Bauliche Anlage,Kreis Stormarn,Trittau,Am Markt,Friedhof: Gruftanlage Wickel,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch",Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/26922.jpg
3837,Bauliche Anlage,Kreis Stormarn,Trittau,Am Mühlenteich 2,ehem. Burgkrug,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich","gesamtes Äußeres, Lindenreihe",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3837.jpg
10753,Bauliche Anlage,Kreis Stormarn,Trittau,Am Mühlenteich 6,Sonnenhof: Wohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
7578,Bauliche Anlage,Kreis Stormarn,Trittau,Am Mühlenteich 8,Sonnenhof: Kate,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
10754,Bauliche Anlage,Kreis Stormarn,Trittau,Am Mühlenteich 8,Sonnenhof: Kutscherhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
3841,Bauliche Anlage,Kreis Stormarn,Trittau,Am Mühlenteich,ehem. Wassermühle,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3841.jpg
30953,Bauliche Anlage,Kreis Stormarn,Trittau,Bahnhofstraße,Felsengruft mit Feldsteinhügeln (WK 1),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/30953.jpg
30954,Bauliche Anlage,Kreis Stormarn,Trittau,Bahnhofstraße,Kenotaph (WK 2),Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/30954.jpg
3838,Bauliche Anlage,Kreis Stormarn,Trittau,Hohenfelder Damm,Hohenfelder Damm,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
24126,Bauliche Anlage,Kreis Stormarn,Trittau,Kirchenstraße 10,ehem. Gasthof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/24126.jpg
3839,Bauliche Anlage,Kreis Stormarn,Trittau,Kirchenstraße,Martin-Luther-Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3839.jpg
3840,Bauliche Anlage,Kreis Stormarn,Trittau,Möllner Straße 6,Amtsgericht,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
13442,Bauliche Anlage,Kreis Stormarn,Trittau,Waldstraße 1,Landhaus,Alteintragung (Aktualisierung vorgesehen),"Künstlerisch, Städtebaulich","Landhaus, Landhausgarten, Lindenallee",
13807,Bauliche Anlage,Kreis Stormarn,Trittau,Waldstraße 1,Nebengebäude,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
23847,Gründenkmal,Kreis Stormarn,Trittau,Bahnhofstraße,Ehrenmal: Grünanlage,Alteintragung (Aktualisierung vorgesehen),Geschichtlich,gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/23847.jpg
19830,Gründenkmal,Kreis Stormarn,Trittau,Kirchenstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Lindenkranz, Granit-Böschungsmauer",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/19830.jpg
3565,Bauliche Anlage,Kreis Stormarn,Wesenberg,Dorfstraße 37,Fachhallenhaus Hof Tandem,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,
6461,Bauliche Anlage,Kreis Stormarn,Wesenberg,Fliegenfelde 7,Fachhallenhaus,"Wohn- und Wirtschaftsgebäude; im Kern wohl 17. Jh., im 19. Jh. verändert; giebelständiger Baukörper mit mächtigem Walmdach, auf der Ostseite zweigeschossiger Eingangsrisalit aus der Zeit um 1890","Geschichtlich, Kulturlandschaftlich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/6461.jpg
7286,Bauliche Anlage,Kreis Stormarn,Wesenberg,Nordseite der B 75,Meilenstein,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich, Wissenschaftlich",gesamtes Objekt,
35266,Sachgesamtheit,Kreis Stormarn,Westerau,"Trenthorst 15, 17-17a, 19-21, 32, Trenthorst",Gut Trenthorst,"Gut Trenthorst; ab 1372; zunächst zum Lübschen Domkapitel gehörig, mehrere Eigentümerwechsel, heute Bundesforschungsanstalt; an der Nordostseite des Mühlenteichs gelegene Gutsanlage, Umgestaltung der Gesamtanlage ab 1910, mehrheitlich Neubauten im Heimatschutzstil; zur Sachgesamtheit gehören das ehem. Herrenhaus, der als Torhaus oder Karree bezeichnete Wirtschaftshof, Wohnhäuser sowie die alles erschließende Pflasterstraße in Ost-West-Erstreckung","Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Torhaus (sog. Karreegebäude), ehem. Herrenhaus, Doppelhaus (Trenthorst 17-17a), Wohnhaus (Trenthorst 15), Granitpflasterstraße",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/35266.jpg
3892,Bauliche Anlage,Kreis Stormarn,Westerau,Neue Straße 2,ehem. Armenkate,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Städtebaulich",gesamtes Objekt,
27303,Bauliche Anlage,Kreis Stormarn,Westerau,Trenthorst 17 - 17a,Doppelhaus,"Doppelhaus; wohl 1914, Architekt Walther Eduard Heubel; eingeschossiger, traufständiger Ziegelbau mit pfannengedecktem Halbwalmdach, zweiachsiger übergiebelter Mittelrisalit, achsensymmetrische Gestaltung, Giebelflächen mit vorkragendem Fachwerk","Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/27303.jpg
2750,Bauliche Anlage,Kreis Stormarn,Westerau,Trenthorst 19 - 21,Torhaus (sog. Karreegebäude),Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich",gesamtes Äußeres,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/2750.jpg
27304,Bauliche Anlage,Kreis Stormarn,Westerau,Trenthorst 32,ehem. Herrenhaus,"ehem. Herrenhaus; im Kern um 1800, 1919 Neugestaltung durch Robert Struh; zweigeschossiger, verputzter Massivbau mit  Mansardwalmdach auf L-förmigem Grundriss, figürliche Bleiglasfenster an Ostfassade um 1930 von Karl Hölle, mit Aussichtsturm","Geschichtlich, Städtebaulich",gesamtes Äußeres,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/27304.jpg
27305,Bauliche Anlage,Kreis Stormarn,Westerau,Trenthorst 34,ehem. Försterhaus,"ehem. Försterhaus; um 1915, Architekt Walther Eduard Heubel; eingeschossiger, traufständiger Ziegelbau unter Halbwalmdach in Hartdeckung, Fachwerkgiebel, Vorbauten an Vor- und Rückseite, Rotwildtrophäe, Fledermausgauben; Nebengebäude","Geschichtlich, Künstlerisch, Städtebaulich","ehem. Försterhaus, Nebengebäude",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/27305.jpg
27311,Bauliche Anlage,Kreis Stormarn,Westerau,Wulmenau 3,ehem. Schule,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/27311.jpg
27312,Bauliche Anlage,Kreis Stormarn,Westerau,Wulmenau 3,Lehrerwohnhaus,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/27312.jpg
27313,Bauliche Anlage,Kreis Stormarn,Westerau,Wulmenau 3,Stallgebäude,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/27313.jpg
1455,Bauliche Anlage,Kreis Stormarn,Westerau,Wulmenau 8,Wasserturm,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1455.jpg
1283,Bauliche Anlage,Kreis Stormarn,Westerau,Wulmenau,Gut Wulmenau: Dreiflügel-Stallanlage,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1286,Bauliche Anlage,Kreis Stormarn,Westerau,Wulmenau,Gut Wulmenau: Bullenstall,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
1287,Bauliche Anlage,Kreis Stormarn,Westerau,Wulmenau,Gut Wulmenau: Jungviehstall,Alteintragung (Aktualisierung vorgesehen),,Alteintragung (Aktualisierung vorgesehen),
9689,Bauliche Anlage,Kreis Stormarn,Witzhave,Oher Weg 15,Landhaus von 1930,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch","Landhaus von 1930, ",
9688,Bauliche Anlage,Kreis Stormarn,Witzhave,Oher Weg 17,Landhaus von 1924,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch","Landhaus von 1924, ",
9687,Bauliche Anlage,Kreis Stormarn,Witzhave,Oher Weg 19,Landhaus von 1911,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch","Landhaus von 1911, ",
42684,Bauliche Anlage,Kreis Stormarn,Witzhave,Poststraße 14,Wohnhaus,"Wohnhaus; 19. Jh.; kleiner, eingeschossiger Fachwerkbau mit reetgedecktem Halbwalmdach, Toreinfahrt auf der nördlichen Giebelseite, in offener Bebauung mit Lindenreihe und Einfriedung aus Feldsteinen","Geschichtlich, Städtebaulich","Wohnhaus, Feldsteinmauer, Baumreihe",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/42684.jpg
9677,Gründenkmal,Kreis Stormarn,Witzhave,Oher Weg,Parkbesitzung Forellenau,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Kulturlandschaftlich",gesamtes Objekt,
41146,Sachgesamtheit,Kreis Stormarn,Zarpen,Hauptstraße,Kirche Zarpen,Aktualisierung vorgesehen,"Geschichtlich, Künstlerisch, Kulturlandschaftlich, Städtebaulich","Kirche mit Ausstattung, Kirchhof, Grabmale bis 1870, Granit-Böschungsmauer",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/41146.jpg
3933,Bauliche Anlage,Kreis Stormarn,Zarpen,Hauptstraße,Kirche mit Ausstattung,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Künstlerisch, Städtebaulich",gesamtes Objekt,https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/3933.jpg
20805,Gründenkmal,Kreis Stormarn,Zarpen,Hauptstraße,Kirchhof,Alteintragung (Aktualisierung vorgesehen),"Geschichtlich, Kulturlandschaftlich","Kirchhof, Grabmale bis 1870, Granit-Böschungsmauer",https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/20805.jpg
