typ,Ortsteil,Einzugsdatum,Registrierungssdatum,Alter,Geschlecht,Staat,Gebiet,Unterkunftsart,Wohndauer
Z,04,23.04.2022,04.05.2022,33,2,166,166,Privat,
Z,04,23.04.2022,04.05.2022,12,1,166,166,Privat,
Z,50,02.05.2022,04.05.2022,45,2,166,166,Privat,
Z,50,02.05.2022,04.05.2022,13,2,166,166,Privat,
Z,50,02.05.2022,04.05.2022,19,2,166,166,Privat,
Z,04,24.04.2022,04.05.2022,80,2,166,166,Privat,
Z,80,22.04.2022,04.05.2022,35,2,166,166,Privat,
Z,80,22.04.2022,04.05.2022,3,1,166,166,Privat,
Z,80,22.04.2022,04.05.2022,9,1,166,166,Privat,
Z,50,01.04.2022,04.05.2022,51,2,166,166,Privat,
Z,50,01.04.2022,04.05.2022,12,1,166,166,Privat,
Z,50,01.04.2022,04.05.2022,17,1,166,166,Privat,
Z,50,01.04.2022,04.05.2022,9,1,166,166,Privat,
Z,90,26.04.2022,04.05.2022,50,1,166,166,Privat,
Z,24,01.05.2022,04.05.2022,24,1,287,166,Privat,
Z,02,07.03.2022,04.05.2022,41,1,430,166,Privat,
Z,71,04.05.2022,04.05.2022,32,1,166,166,Privat,
Z,22,17.04.2022,04.05.2022,35,2,166,166,Privat,
Z,22,17.04.2022,04.05.2022,39,2,166,166,Privat,
Z,12,23.04.2022,04.05.2022,40,2,166,166,Privat,
Z,12,23.04.2022,04.05.2022,14,2,166,166,Privat,
Z,10,25.04.2022,04.05.2022,45,2,166,166,Privat,
Z,10,25.04.2022,04.05.2022,17,1,166,166,Privat,
Z,10,25.04.2022,04.05.2022,17,2,166,166,Privat,
Z,10,23.04.2022,04.05.2022,27,2,166,166,Privat,
Z,10,23.04.2022,04.05.2022,7,2,166,166,Privat,
Z,73,18.03.2022,04.05.2022,32,2,166,166,Privat,
Z,51,20.04.2022,04.05.2022,21,2,166,166,Privat,
Z,41,20.04.2022,04.05.2022,37,2,166,166,Privat,
Z,22,26.04.2022,04.05.2022,19,2,166,166,Privat,
Z,27,27.04.2022,04.05.2022,22,1,166,166,Privat,
Z,27,27.04.2022,04.05.2022,19,2,166,166,Privat,
Z,21,09.03.2022,04.05.2022,53,1,166,166,Privat,
Z,22,26.04.2022,04.05.2022,23,2,166,166,Privat,
Z,10,25.04.2022,04.05.2022,42,2,166,166,Privat,
Z,10,25.04.2022,04.05.2022,5,2,166,166,Privat,
Z,10,25.04.2022,04.05.2022,14,1,166,166,Privat,
Z,13,02.05.2022,04.05.2022,51,1,166,166,EAE,
Z,70,28.03.2022,04.05.2022,42,2,166,166,Privat,
Z,41,26.04.2022,04.05.2022,57,2,166,166,Privat,
Z,71,24.04.2022,04.05.2022,35,1,166,166,Privat,
Z,41,26.04.2022,04.05.2022,23,1,166,166,Privat,
Z,22,28.04.2022,04.05.2022,47,2,166,166,Privat,
Z,22,17.04.2022,04.05.2022,40,2,166,166,Privat,
Z,22,17.04.2022,04.05.2022,20,1,166,166,Privat,
Z,21,19.04.2022,04.05.2022,23,2,166,166,Privat,
Z,13,02.05.2022,04.05.2022,48,2,166,166,EAE,
Z,62,02.05.2022,04.05.2022,65,1,166,166,Privat,
Z,04,26.04.2022,04.05.2022,40,1,166,011,Privat,
Z,04,26.04.2022,04.05.2022,15,2,166,011,Privat,
Z,13,02.05.2022,04.05.2022,55,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,43,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,16,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,10,1,166,166,EAE,
Z,62,02.05.2022,04.05.2022,60,2,166,166,Privat,
Z,22,01.04.2022,04.05.2022,31,1,232,166,Privat,
Z,13,02.05.2022,04.05.2022,34,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,10,1,166,166,EAE,
Z,13,02.05.2022,04.05.2022,0,1,166,166,EAE,
Z,13,02.05.2022,04.05.2022,3,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,7,1,166,166,EAE,
Z,30,20.04.2022,04.05.2022,73,2,166,166,Privat,
Z,22,01.04.2022,04.05.2022,34,1,232,166,Privat,
Z,74,26.04.2022,04.05.2022,45,2,166,166,Privat,
Z,74,26.04.2022,04.05.2022,13,2,166,166,Privat,
Z,22,01.04.2022,04.05.2022,19,2,232,166,Privat,
Z,41,01.04.2022,04.05.2022,53,1,166,166,Privat,
Z,91,01.05.2022,04.05.2022,26,2,166,014,Privat,
Z,13,02.05.2022,04.05.2022,40,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,7,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,3,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,1,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,48,1,461,166,EAE,
Z,13,02.05.2022,04.05.2022,46,1,461,166,EAE,
Z,13,02.05.2022,04.05.2022,25,1,166,166,EAE,
Z,13,02.05.2022,04.05.2022,48,1,166,166,EAE,
Z,13,02.05.2022,04.05.2022,26,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,47,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,41,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,15,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,27,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,0,1,166,166,EAE,
Z,13,02.05.2022,04.05.2022,1,1,166,166,EAE,
Z,13,02.05.2022,04.05.2022,34,1,166,166,EAE,
Z,13,02.05.2022,04.05.2022,4,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,45,2,422,166,EAE,
Z,13,02.05.2022,04.05.2022,3,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,40,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,9,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,50,1,998,166,EAE,
Z,13,02.05.2022,04.05.2022,20,1,166,166,EAE,
Z,13,02.05.2022,04.05.2022,63,1,166,166,EAE,
Z,13,02.05.2022,04.05.2022,40,1,166,166,EAE,
Z,13,02.05.2022,04.05.2022,38,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,2,2,166,166,EAE,
Z,13,02.05.2022,04.05.2022,11,1,166,166,EAE,
Z,13,02.05.2022,04.05.2022,12,2,166,166,EAE,
Z,04,01.05.2022,05.05.2022,23,2,166,166,Privat,
Z,10,28.02.2022,05.05.2022,16,2,166,166,Privat,
Z,21,18.04.2022,05.05.2022,29,2,166,166,Privat,
Z,24,06.04.2022,05.05.2022,49,2,166,166,Privat,
Z,24,06.04.2022,05.05.2022,16,2,166,166,Privat,
Z,10,28.02.2022,05.05.2022,15,2,166,166,Privat,
Z,71,04.05.2022,05.05.2022,43,2,166,166,Privat,
Z,71,04.05.2022,05.05.2022,15,2,166,166,Privat,
Z,10,27.04.2022,05.05.2022,60,2,166,166,Privat,
Z,71,23.04.2022,05.05.2022,30,2,166,166,Privat,
Z,71,23.04.2022,05.05.2022,0,2,166,166,Privat,
Z,24,06.04.2022,05.05.2022,54,1,166,166,Privat,
Z,71,23.04.2022,05.05.2022,36,1,166,166,Privat,
Z,62,26.04.2022,05.05.2022,53,2,166,166,Privat,
Z,41,01.05.2022,05.05.2022,24,1,166,166,Privat,
Z,62,27.04.2022,05.05.2022,32,2,166,166,Privat,
Z,62,23.04.2022,05.05.2022,47,2,166,166,Privat,
Z,32,27.04.2022,05.05.2022,45,2,166,166,Privat,
Z,32,27.04.2022,05.05.2022,16,1,166,166,Privat,
Z,32,27.04.2022,05.05.2022,11,2,166,166,Privat,
Z,93,03.05.2022,05.05.2022,71,2,166,166,Privat,
Z,06,27.04.2022,05.05.2022,62,2,166,166,Privat,
Z,10,03.05.2022,05.05.2022,24,1,221,166,Privat,
Z,21,22.04.2022,05.05.2022,34,2,166,166,Privat,
Z,41,26.04.2022,05.05.2022,50,2,166,166,Privat,
Z,41,26.04.2022,05.05.2022,11,1,166,166,Privat,
Z,31,29.04.2022,05.05.2022,34,2,166,166,Privat,
Z,64,28.04.2022,05.05.2022,63,2,166,166,Privat,
Z,31,29.04.2022,05.05.2022,59,2,166,166,Privat,
Z,32,27.04.2022,05.05.2022,40,1,166,166,Privat,
Z,64,28.04.2022,05.05.2022,62,1,166,166,Privat,
Z,54,27.04.2022,05.05.2022,45,2,166,166,Privat,
Z,54,27.04.2022,05.05.2022,19,2,166,166,Privat,
Z,10,27.04.2022,05.05.2022,44,1,166,166,Privat,
Z,64,01.05.2022,05.05.2022,35,2,166,166,Privat,
Z,64,01.05.2022,05.05.2022,7,2,166,166,Privat,
Z,71,03.05.2022,05.05.2022,49,1,166,166,Privat,
Z,13,03.05.2022,05.05.2022,39,1,166,160,EAE,
Z,,16.03.2022,05.05.2022,36,1,166,166,Privat,
Z,64,01.05.2022,05.05.2022,36,1,166,166,Privat,
Z,21,13.04.2022,05.05.2022,26,2,166,166,Privat,
Z,,16.03.2022,05.05.2022,37,2,166,166,Privat,
Z,,16.03.2022,05.05.2022,2,1,166,166,Privat,
Z,21,13.04.2022,05.05.2022,27,1,166,166,Privat,
Z,30,01.05.2022,05.05.2022,34,1,166,166,Privat,
Z,90,30.04.2022,05.05.2022,32,2,166,166,Privat,
Z,90,30.04.2022,05.05.2022,8,2,166,166,Privat,
Z,90,30.04.2022,05.05.2022,12,1,166,166,Privat,
Z,06,01.05.2022,05.05.2022,30,1,451,166,Privat,
Z,06,01.05.2022,05.05.2022,25,2,252,166,Privat,
Z,64,28.04.2022,05.05.2022,34,1,166,166,Privat,
Z,64,28.04.2022,05.05.2022,29,2,166,166,Privat,
Z,64,28.04.2022,05.05.2022,2,2,166,166,Privat,
Z,04,03.05.2022,05.05.2022,31,2,166,166,Privat,
Z,04,03.05.2022,05.05.2022,3,2,166,166,Privat,
Z,04,03.05.2022,05.05.2022,6,1,166,166,Privat,
Z,90,23.03.2022,05.05.2022,42,1,166,166,Privat,
Z,13,04.05.2022,05.05.2022,72,2,166,166,EAE,
Z,13,04.05.2022,05.05.2022,25,2,166,166,EAE,
Z,13,04.05.2022,05.05.2022,17,1,166,166,EAE,
Z,90,23.03.2022,05.05.2022,43,2,166,166,Privat,
Z,90,23.03.2022,05.05.2022,11,1,166,166,Privat,
Z,13,04.05.2022,05.05.2022,28,1,166,166,EAE,
Z,13,04.05.2022,05.05.2022,56,2,166,166,EAE,
Z,90,23.03.2022,05.05.2022,18,2,166,166,Privat,
Z,13,04.05.2022,05.05.2022,61,1,166,166,EAE,
Z,13,04.05.2022,05.05.2022,27,2,166,166,EAE,
Z,13,04.05.2022,05.05.2022,1,1,166,166,EAE,
Z,90,06.03.2022,05.05.2022,52,1,998,166,Privat,
Z,73,24.03.2022,05.05.2022,23,2,166,166,Privat,
Z,02,21.04.2022,05.05.2022,16,1,166,166,Privat,
Z,02,21.04.2022,05.05.2022,14,1,166,166,Privat,
Z,64,04.05.2022,05.05.2022,51,2,166,003,Privat,
Z,64,04.05.2022,05.05.2022,9,1,166,003,Privat,
Z,02,25.04.2022,06.05.2022,25,1,166,166,Privat,
Z,90,01.03.2022,06.05.2022,39,1,166,166,Privat,
Z,70,25.04.2022,06.05.2022,32,2,166,166,Privat,
Z,70,25.04.2022,06.05.2022,11,2,166,166,Privat,
Z,70,25.04.2022,06.05.2022,10,2,166,166,Privat,
Z,71,01.05.2022,06.05.2022,22,1,166,166,Privat,
Z,40,08.04.2022,06.05.2022,48,1,425,166,Privat,
Z,13,05.05.2022,06.05.2022,71,2,166,166,EAE,
Z,13,05.05.2022,06.05.2022,58,2,166,166,EAE,
Z,,25.03.2022,06.05.2022,34,2,166,166,Privat,
Z,,25.03.2022,06.05.2022,6,1,166,166,Privat,
Z,13,05.05.2022,06.05.2022,49,1,166,166,EAE,
Z,14,28.04.2022,06.05.2022,37,2,166,166,Privat,
Z,14,28.04.2022,06.05.2022,10,2,166,166,Privat,
Z,13,05.05.2022,06.05.2022,52,2,166,166,EAE,
Z,13,05.05.2022,06.05.2022,1,1,166,166,EAE,
Z,,25.03.2022,06.05.2022,36,1,166,166,Privat,
Z,13,05.05.2022,06.05.2022,74,1,166,166,EAE,
Z,13,05.05.2022,06.05.2022,68,2,166,166,EAE,
Z,13,05.05.2022,06.05.2022,47,1,166,166,EAE,
Z,13,05.05.2022,06.05.2022,69,2,166,166,EAE,
Z,13,05.05.2022,06.05.2022,42,2,166,166,EAE,
Z,13,05.05.2022,06.05.2022,5,1,166,166,EAE,
Z,21,21.04.2022,06.05.2022,37,2,166,166,Privat,
Z,21,21.04.2022,06.05.2022,9,2,166,166,Privat,
Z,02,01.05.2022,06.05.2022,18,2,166,003,Privat,
Z,52,01.03.2022,06.05.2022,31,1,166,166,Privat,
Z,13,05.05.2022,06.05.2022,31,2,166,166,EAE,
Z,13,05.05.2022,06.05.2022,8,2,166,166,EAE,
Z,13,05.05.2022,06.05.2022,35,1,166,166,EAE,
Z,71,09.04.2022,06.05.2022,75,2,166,166,Privat,
Z,93,28.04.2022,06.05.2022,39,2,166,166,Privat,
Z,93,28.04.2022,06.05.2022,5,2,166,166,Privat,
Z,93,28.04.2022,06.05.2022,17,2,166,166,Privat,
Z,80,26.04.2022,06.05.2022,39,1,166,166,Privat,
Z,80,26.04.2022,06.05.2022,27,2,166,166,Privat,
Z,80,26.04.2022,06.05.2022,3,1,166,166,Privat,
Z,80,26.04.2022,06.05.2022,1,2,166,166,Privat,
Z,50,01.03.2022,06.05.2022,42,1,166,166,Privat,
Z,50,01.03.2022,06.05.2022,35,2,166,166,Privat,
Z,50,01.03.2022,06.05.2022,5,2,166,166,Privat,
Z,50,01.03.2022,06.05.2022,7,1,166,166,Privat,
Z,50,01.03.2022,06.05.2022,14,2,166,166,Privat,
Z,20,25.04.2022,06.05.2022,23,1,166,166,Privat,
Z,20,03.05.2022,06.05.2022,69,2,166,166,Privat,
Z,20,03.05.2022,06.05.2022,65,2,166,166,Privat,
Z,21,27.02.2022,06.05.2022,42,2,166,166,Privat,
Z,30,25.04.2022,06.05.2022,64,1,166,166,Privat,
Z,81,01.05.2022,06.05.2022,61,2,166,166,Privat,
Z,05,02.05.2022,06.05.2022,75,2,166,166,Privat,
Z,81,01.05.2022,06.05.2022,12,2,166,166,Privat,
Z,73,28.04.2022,06.05.2022,41,1,166,166,Privat,
Z,06,30.04.2022,06.05.2022,48,1,166,166,Privat,
Z,73,28.04.2022,06.05.2022,38,2,166,166,Privat,
Z,73,28.04.2022,06.05.2022,10,2,166,166,Privat,
Z,73,28.04.2022,06.05.2022,17,1,166,166,Privat,
Z,10,05.05.2022,06.05.2022,32,2,166,005,Privat,
Z,10,05.05.2022,06.05.2022,4,2,166,005,Privat,
Z,71,05.05.2022,06.05.2022,26,2,166,166,Privat,
Z,32,05.05.2022,06.05.2022,41,1,166,166,FMW,
Z,32,05.05.2022,06.05.2022,25,1,166,166,FMW,
Z,10,30.03.2022,06.05.2022,48,2,166,166,Privat,
Z,30,01.03.2022,06.05.2022,39,1,166,166,Privat,
Z,93,02.05.2022,06.05.2022,67,2,166,166,Privat,
Z,93,02.05.2022,06.05.2022,67,1,166,166,Privat,
Z,,17.03.2022,06.05.2022,42,2,166,166,Privat,
Z,,17.03.2022,06.05.2022,5,1,166,166,Privat,
Z,27,28.03.2022,06.05.2022,64,2,166,166,Privat,
Z,27,28.03.2022,06.05.2022,65,2,166,166,Privat,
Z,21,03.04.2022,06.05.2022,28,1,232,166,Privat,
Z,62,03.05.2022,06.05.2022,66,1,166,166,Privat,
Z,62,03.05.2022,06.05.2022,48,2,166,166,Privat,
Z,04,02.05.2022,06.05.2022,69,2,166,166,Privat,
Z,83,29.04.2022,06.05.2022,27,2,166,166,Privat,
Z,91,01.05.2022,06.05.2022,36,2,166,166,Privat,
Z,91,01.05.2022,06.05.2022,7,1,166,166,Privat,
Z,04,02.05.2022,06.05.2022,71,1,166,166,Privat,
Z,83,23.03.2022,06.05.2022,33,1,169,166,Privat,
Z,21,14.04.2022,06.05.2022,33,1,166,166,Privat,
Z,83,23.03.2022,06.05.2022,53,2,166,166,Privat,
Z,24,04.05.2022,06.05.2022,49,1,166,166,Privat,
Z,24,04.05.2022,06.05.2022,61,1,166,166,Privat,
Z,10,05.05.2022,06.05.2022,33,2,166,166,Privat,
Z,10,05.05.2022,06.05.2022,12,1,166,166,Privat,
Z,92,22.03.2022,06.05.2022,53,2,166,166,Privat,
Z,90,03.05.2022,06.05.2022,55,1,166,166,Privat,
Z,90,03.05.2022,06.05.2022,19,1,166,166,Privat,
Z,,16.03.2022,06.05.2022,39,2,166,166,Privat,
Z,,16.03.2022,06.05.2022,6,2,166,166,Privat,
Z,21,01.05.2022,06.05.2022,48,1,166,166,Privat,
Z,51,20.04.2022,06.05.2022,38,2,166,166,Privat,
Z,51,20.04.2022,06.05.2022,11,2,166,166,Privat,
Z,53,05.05.2022,06.05.2022,40,1,166,166,Privat,
Z,71,06.03.2022,06.05.2022,21,2,166,166,Privat,
Z,44,28.04.2022,06.05.2022,67,2,166,166,Privat,
Z,91,28.04.2022,06.05.2022,61,2,166,166,Privat,
Z,44,28.04.2022,06.05.2022,67,1,166,166,Privat,
Z,41,08.03.2022,09.05.2022,11,1,166,166,Privat,
Z,04,01.05.2022,09.05.2022,35,2,166,166,Privat,
Z,04,01.05.2022,09.05.2022,12,1,166,166,Privat,
Z,04,01.05.2022,09.05.2022,4,1,166,166,Privat,
Z,40,01.03.2022,09.05.2022,39,2,166,166,Privat,
Z,51,01.05.2022,09.05.2022,53,2,166,166,Privat,
Z,60,28.04.2022,09.05.2022,32,2,166,166,Privat,
Z,60,28.04.2022,09.05.2022,11,1,166,166,Privat,
Z,60,28.04.2022,09.05.2022,39,1,166,166,Privat,
Z,04,09.05.2022,09.05.2022,49,2,166,166,Privat,
Z,04,09.05.2022,09.05.2022,13,1,166,166,Privat,
Z,33,02.05.2022,09.05.2022,51,2,166,166,Privat,
Z,33,02.05.2022,09.05.2022,16,1,166,166,Privat,
Z,13,25.04.2022,09.05.2022,59,1,166,166,Privat,
Z,13,25.04.2022,09.05.2022,31,1,166,166,Privat,
Z,00,01.05.2022,09.05.2022,29,2,160,166,Privat,
Z,20,24.04.2022,09.05.2022,22,1,232,166,Privat,
Z,20,01.05.2022,09.05.2022,65,2,166,166,Privat,
Z,00,01.05.2022,09.05.2022,27,2,166,166,Privat,
Z,24,28.04.2022,09.05.2022,57,1,166,166,Privat,
Z,20,24.04.2022,09.05.2022,23,1,232,166,Privat,
Z,93,08.05.2022,09.05.2022,41,1,166,166,Privat,
Z,24,03.05.2022,09.05.2022,35,1,166,166,Privat,
Z,95,16.03.2022,09.05.2022,31,1,166,166,Hotel,
Z,95,16.03.2022,09.05.2022,31,2,166,166,Hotel,
Z,95,16.03.2022,09.05.2022,4,2,166,166,Hotel,
Z,30,02.05.2022,09.05.2022,41,2,166,166,Privat,
Z,30,02.05.2022,09.05.2022,4,2,166,166,Privat,
Z,80,06.05.2022,09.05.2022,67,2,166,166,EAE,
Z,62,28.06.2022,03.11.2022,67,2,166,014,Privat,
Z,82,13.04.2022,09.05.2022,61,2,160,166,Privat,
Z,24,03.05.2022,09.05.2022,39,1,166,166,Privat,
Z,80,06.05.2022,09.05.2022,96,2,166,166,EAE,
Z,62,08.07.2022,03.11.2022,97,2,166,014,Privat,
Z,05,15.04.2022,09.05.2022,71,2,166,166,Privat,
Z,93,08.05.2022,09.05.2022,53,1,166,166,Privat,
Z,05,15.04.2022,09.05.2022,73,1,166,166,Privat,
Z,26,12.04.2022,09.05.2022,69,2,166,166,Privat,
Z,26,12.04.2022,09.05.2022,42,2,166,166,Privat,
Z,26,12.04.2022,09.05.2022,14,1,166,166,Privat,
Z,,28.03.2022,09.05.2022,45,2,166,166,Privat,
Z,,28.03.2022,09.05.2022,17,2,166,166,Privat,
Z,03,01.05.2022,09.05.2022,47,2,166,015,Privat,
Z,03,01.05.2022,09.05.2022,8,2,166,015,Privat,
Z,03,01.05.2022,09.05.2022,15,1,166,015,Privat,
Z,95,07.04.2022,09.05.2022,62,2,166,166,Hotel,
Z,95,07.04.2022,09.05.2022,61,1,166,166,Hotel,
Z,03,01.05.2022,09.05.2022,52,1,166,015,Privat,
Z,,23.03.2022,09.05.2022,49,1,166,166,Privat,
Z,24,17.03.2022,09.05.2022,39,1,166,166,Privat,
Z,75,05.05.2022,09.05.2022,49,2,166,166,Privat,
Z,75,05.05.2022,09.05.2022,14,1,166,166,Privat,
Z,70,01.05.2022,09.05.2022,35,2,166,166,Privat,
Z,70,01.05.2022,09.05.2022,5,2,166,166,Privat,
Z,13,06.05.2022,09.05.2022,58,1,166,166,EAE,
Z,50,27.04.2022,09.05.2022,66,2,166,166,Privat,
Z,13,06.05.2022,09.05.2022,56,2,166,166,EAE,
Z,13,06.05.2022,09.05.2022,45,2,166,166,EAE,
Z,13,06.05.2022,09.05.2022,14,1,166,166,EAE,
Z,40,01.05.2022,09.05.2022,25,2,166,166,Privat,
Z,40,01.05.2022,09.05.2022,1,1,166,166,Privat,
Z,13,06.05.2022,09.05.2022,38,2,166,166,EAE,
Z,13,06.05.2022,09.05.2022,12,2,166,166,EAE,
Z,13,06.05.2022,09.05.2022,8,1,166,166,EAE,
Z,13,06.05.2022,09.05.2022,22,2,166,166,EAE,
Z,13,06.05.2022,09.05.2022,1,2,166,166,EAE,
Z,40,01.05.2022,09.05.2022,49,2,166,166,Privat,
Z,64,28.04.2022,09.05.2022,63,2,166,166,Privat,
Z,64,02.04.2022,09.05.2022,40,2,166,166,Privat,
Z,64,02.04.2022,09.05.2022,15,2,166,166,Privat,
Z,51,02.05.2022,09.05.2022,28,1,166,166,Privat,
Z,64,28.04.2022,09.05.2022,26,1,166,166,Privat,
Z,00,02.05.2022,09.05.2022,64,2,166,166,Privat,
Z,00,02.05.2022,09.05.2022,60,1,166,166,Privat,
Z,80,28.04.2022,09.05.2022,26,1,166,152,Privat,
Z,60,01.05.2022,09.05.2022,61,1,166,014,Privat,
Z,51,02.05.2022,09.05.2022,35,1,166,166,Privat,
Z,51,02.05.2022,09.05.2022,33,2,166,166,Privat,
Z,02,01.05.2022,09.05.2022,35,2,166,166,Privat,
Z,02,01.05.2022,09.05.2022,6,1,166,166,Privat,
Z,02,01.05.2022,09.05.2022,9,1,166,166,Privat,
Z,73,05.05.2022,09.05.2022,26,2,160,166,Privat,
Z,21,01.05.2022,09.05.2022,23,2,166,166,Privat,
Z,73,05.05.2022,09.05.2022,33,1,160,166,Privat,
Z,41,15.03.2022,09.05.2022,65,2,166,166,Privat,
Z,51,24.04.2022,09.05.2022,27,1,166,166,Privat,
Z,10,02.05.2022,09.05.2022,51,2,166,166,Privat,
Z,10,02.05.2022,09.05.2022,15,1,166,166,Privat,
Z,27,01.04.2022,09.05.2022,31,2,166,166,Privat,
Z,27,01.04.2022,09.05.2022,26,2,166,166,Privat,
Z,24,17.03.2022,09.05.2022,51,1,166,166,Privat,
Z,90,27.03.2022,09.05.2022,21,2,166,166,Privat,
Z,04,01.05.2022,09.05.2022,20,2,166,166,Privat,
Z,51,03.05.2022,09.05.2022,18,2,166,166,Privat,
Z,90,04.03.2022,09.05.2022,26,1,248,166,Privat,
Z,31,26.04.2022,09.05.2022,16,2,166,166,Privat,
Z,51,03.05.2022,09.05.2022,8,1,166,166,Privat,
Z,20,01.05.2022,09.05.2022,64,2,166,166,Privat,
Z,30,06.05.2022,09.05.2022,27,2,166,166,Privat,
Z,30,06.05.2022,09.05.2022,2,2,166,166,Privat,
Z,82,02.05.2022,09.05.2022,32,2,166,166,Privat,
Z,82,02.05.2022,09.05.2022,0,1,166,166,Privat,
Z,82,02.05.2022,09.05.2022,3,2,166,166,Privat,
Z,10,01.05.2022,09.05.2022,52,2,166,015,Privat,
Z,10,01.05.2022,09.05.2022,16,1,166,166,Privat,
Z,30,20.04.2022,09.05.2022,38,2,166,166,Privat,
Z,30,20.04.2022,09.05.2022,12,1,166,166,Privat,
Z,30,20.04.2022,09.05.2022,15,1,166,166,Privat,
Z,22,03.05.2022,10.05.2022,60,2,166,166,Privat,
Z,42,04.05.2022,10.05.2022,28,1,166,166,Privat,
Z,93,02.05.2022,10.05.2022,38,2,166,166,Privat,
Z,93,02.05.2022,10.05.2022,13,2,166,166,Privat,
Z,05,03.05.2022,10.05.2022,35,1,166,166,Privat,
Z,93,15.03.2022,10.05.2022,62,1,166,166,Privat,
Z,42,04.05.2022,10.05.2022,62,2,166,166,Privat,
Z,10,07.04.2022,10.05.2022,33,1,166,152,Privat,
Z,60,05.05.2022,10.05.2022,37,2,166,166,Privat,
Z,60,05.05.2022,10.05.2022,15,2,166,166,Privat,
Z,60,05.05.2022,10.05.2022,11,2,166,166,Privat,
Z,60,05.05.2022,10.05.2022,8,1,166,166,Privat,
Z,20,06.05.2022,10.05.2022,26,2,166,166,Privat,
Z,01,04.04.2022,10.05.2022,29,1,166,166,Privat,
Z,51,13.04.2022,10.05.2022,31,2,166,166,Privat,
Z,51,13.04.2022,10.05.2022,13,2,166,166,Privat,
Z,51,13.04.2022,10.05.2022,8,2,166,166,Privat,
Z,75,06.05.2022,10.05.2022,65,2,166,166,Privat,
Z,22,28.04.2022,10.05.2022,74,2,166,009,Privat,
Z,64,06.05.2022,10.05.2022,32,2,166,166,Privat,
Z,64,06.05.2022,10.05.2022,11,2,166,166,Privat,
Z,64,06.05.2022,10.05.2022,56,2,166,166,Privat,
Z,,22.03.2022,10.05.2022,39,2,166,166,Privat,
Z,,22.03.2022,10.05.2022,13,1,166,166,Privat,
Z,50,04.05.2022,10.05.2022,61,2,166,166,Privat,
Z,02,09.05.2022,10.05.2022,52,1,166,166,EAE,
Z,80,01.11.2022,11.11.2022,53,1,166,014,Privat,
Z,02,09.05.2022,10.05.2022,51,2,166,166,EAE,
Z,80,01.11.2022,11.11.2022,52,2,166,014,Privat,
Z,50,04.05.2022,10.05.2022,61,1,166,166,Privat,
Z,64,28.03.2022,10.05.2022,26,1,166,166,Privat,
Z,02,09.05.2022,10.05.2022,63,2,166,166,EAE,
Z,80,01.11.2022,11.11.2022,64,2,166,014,Privat,
Z,02,09.05.2022,10.05.2022,61,1,166,166,EAE,
Z,80,01.11.2022,11.11.2022,62,1,166,014,Privat,
Z,64,28.03.2022,10.05.2022,21,2,166,166,Privat,
Z,02,09.05.2022,10.05.2022,48,1,166,166,EAE,
Z,02,09.05.2022,10.05.2022,52,2,166,166,EAE,
Z,02,09.05.2022,10.05.2022,61,2,166,166,EAE,
Z,02,09.05.2022,10.05.2022,36,2,166,166,EAE,
Z,50,04.05.2022,10.05.2022,33,1,166,166,Privat,
Z,02,09.05.2022,10.05.2022,25,2,166,166,EAE,
Z,02,09.05.2022,10.05.2022,5,2,166,166,EAE,
Z,20,08.05.2022,10.05.2022,60,1,166,166,Privat,
Z,71,01.05.2022,10.05.2022,32,2,166,166,Privat,
Z,30,01.05.2022,10.05.2022,31,1,169,166,Privat,
Z,24,08.04.2022,10.05.2022,64,1,166,166,Privat,
Z,71,01.05.2022,10.05.2022,60,2,166,166,Privat,
Z,51,27.02.2022,10.05.2022,24,1,166,166,Privat,
Z,02,09.05.2022,10.05.2022,45,2,166,166,EAE,
Z,02,09.05.2022,10.05.2022,13,2,166,166,EAE,
Z,,23.03.2022,10.05.2022,45,2,166,166,Privat,
Z,,23.03.2022,10.05.2022,17,2,166,166,Privat,
Z,,23.03.2022,10.05.2022,14,1,166,166,Privat,
Z,,23.03.2022,10.05.2022,11,2,166,166,Privat,
Z,02,09.05.2022,10.05.2022,42,2,166,166,EAE,
Z,02,09.05.2022,10.05.2022,18,2,166,166,EAE,
Z,02,09.05.2022,10.05.2022,57,2,166,166,EAE,
Z,,23.03.2022,10.05.2022,46,1,166,166,Privat,
