pegelNummer;pegelName;betreiber;gewaesser;geogrLaenge;geogrBreite;von;bis;parameter;stillgelegtAm;isDFUE;einzugsgebiet;pnp;pnp_gueltig_ab;gewaesserfolge
114251;Quellenthal 2;LKN, Itzehoe;Barnitz;10.368368;53.794739;1984-12-01;2020-01-22;Wasserstand;;true;58.77;-0.018000;1994-11-01;
111023;Spitzsiel;LKN, Husum;Spitzsieler Sielzug;9.000278;54.378597;1997-11-04;2020-01-22;Wasserstand;;true;8.09;-5.020000;2018-01-01;
112251;Nordfeld-Siel;LKN, Husum;Eider;9.138429;54.339252;2003-04-01;2020-01-22;Wasserstand;;true;945.46;-5.000000;2003-03-14;
111064;Reimersbude;LKN, Husum;Eider;9.009422;54.379803;2002-01-01;;Wasserstand;2003-03-31;false;;-5.000000;1984-10-20;
114441;Pahlhude;LKN, Husum;Eider;9.300508;54.272938;1965-10-01;2020-01-22;Wasserstand;;true;570.6;-5.020000;2018-01-01;
111008;Reussenkoog;LKN, Husum;Bordelumer Sielzug;8.903335;54.625687;1998-10-15;;Wasserstand;;false;11.14;-5.020000;1994-11-01;
114335;Schackendorf;LKN, Itzehoe;Trave;10.281770;53.957897;1991-07-01;2020-01-22;Wasserstand;;true;333.66;20.974001;1991-07-01;
114583;Wallsbüll-Süd;LKN, Husum;Schafflunder Mühlenstrom;9.229381;54.769821;2010-04-20;;Wasserstand;;false;;8.000000;2009-03-01;
114593;Warwerort-Siel;LKN, Husum;---;8.929937;54.141434;2007-12-02;2020-01-22;Wasserstand;2009-07-03;true;74.39;-5.030000;2018-01-01;
114552;Wehr 2;LKN, Itzehoe;Randgraben;9.578457;53.634270;2005-02-17;;Wasserstand;2012-01-17;false;;-5.000000;2004-12-20;
110021;Friedrichskoog AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.876096;53.999454;1936-10-18;2020-01-22;Wasserstand;;true;;-5.030000;2018-01-01;
110026;Meldorf Sperrwerk AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.949101;54.092171;1978-10-01;2020-01-22;Wasserstand;;true;;-5.020000;2018-01-01;
114321;Brammer;LKN, Kiel;Brammerau;9.755430;54.208389;1993-11-01;;Abfluss;2009-01-13;false;32.2;0.000000;1994-11-01;
114416;Eiderkaten;LKN, Kiel;Eider;10.055327;54.189785;1998-11-01;;Abfluss;;false;91.4;15.800000;2003-04-03;Nord-Ostsee-Kanal, Elbe, Nordsee
114376;Ekholt;LKN, Itzehoe;Ekholter Au;9.717705;53.737801;1995-04-01;;Abfluss;;false;7.25;8.091000;1995-03-13;
114532;Engbrück;LKN, Husum;Bollingstedter Au;9.447243;54.590462;2003-09-25;;Abfluss;;false;83.1;5.010000;2018-01-01;Tideeider, Nordsee
114347;Friedrichsfeld;LKN, Husum;Silberstedter Au;9.343499;54.486183;1995-07-01;;Abfluss;;false;66.87;-5.000000;2018-01-01;
114459;Herrenmühle UP;LKN, Itzehoe;Trave;10.303332;53.902061;2003-02-15;2020-01-22;Abfluss;;true;415.1;0.064000;2002-02-13;
114022;Dörpum;LKN, Husum;Dörpum-Bach;9.009299;54.653992;1984-11-01;;Abfluss;2014-02-10;false;3.0;-5.000000;1994-11-01;Soholmer Au, Bongsieler Kanal, Nordsee (Schlütt, Süderaue)
111112;Friedrichstadt/Spülschleuse;LKN, Husum;Ostersielzug;9.088280;54.371716;2000-01-01;2020-01-22;Abfluss;;true;794.64;-5.010000;2018-05-07;
114315;Kossau LIO 55;LKN, Kiel;Kossau;10.522851;54.247272;1987-12-01;;Abfluss;2012-01-01;false;84.6;0.000000;1994-11-01;
114414;Kücknitz;LKN, Itzehoe;Kücknitzermühlenbach;10.790821;53.900642;1997-07-01;;Abfluss;2009-01-08;false;9.08;0.000000;1997-07-01;
114444;Langelohe;LKN, Itzehoe;Krückau;9.673190;53.758526;2000-10-23;;Abfluss;2013-11-15;false;;1.288000;2000-12-04;Nordsee
114044;Leck;LKN, Husum;Lecker Au;8.976109;54.770676;2004-03-22;2020-01-22;Abfluss;;true;134.26;-4.990000;2018-01-01;Nordsee (Schlütt, Süderaue)
114269;Lehbek;LKN, Husum;Lehbek;9.877816;54.743137;1986-07-01;;Abfluss;2000-09-06;false;7.39;0.324000;1986-07-07;
111056;Westerbüttel;LKN, Husum;Helser Fleth;9.141772;53.915092;1997-11-01;;Wasserstand;;false;64.98;5.020000;2018-01-01;
114257;Gr.Hansdorf;LKN, Itzehoe;Viehbach;10.275533;53.666195;1984-11-01;;Abfluss;1987-04-01;false;14.07;0.000000;1999-01-22;
114461;Lübeck-Moisling;LKN, Itzehoe;Trave;10.641576;53.847103;2002-09-02;2020-01-22;Abfluss;;true;879.05;-5.005000;2002-02-22;
114306;Mehlbek 2;LKN, Itzehoe;Stegau;9.440945;54.013870;1991-12-01;;Abfluss;;false;29.78;6.818000;1994-11-01;
114050;Mühlenbrück;LKN, Husum;Bondenau;9.523184;54.707699;1984-11-01;;Abfluss;;false;75.68;20.152000;2018-01-01;Tideeider, Nordsee
114449;Vorrade;LKN, Kiel;Niemarker Landgraben;10.679358;53.813824;2001-06-14;;Wasserstand;2015-11-09;false;12.85;3.918000;2001-05-03;Wakenitz, Trave
114329;Grauel oben;LKN, Kiel;Buckener Au;9.694084;54.072006;1992-03-01;;Abfluss;2012-01-01;false;20.8;0.000000;1994-11-01;
114207;Jevenstedt;LKN, Kiel;Jevenau;9.632496;54.229698;1984-11-01;;Abfluss;;false;104.2;-1.134000;1994-11-01;
110022;Kasenort;LKN, Itzehoe;Stör;9.409466;53.911644;1985-11-01;2020-01-22;Wasserstand;;true;1621.05;-4.977000;2001-10-01;
110040;Holmer Siel AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.869168;54.528210;1983-12-29;2020-01-22;Wasserstand;;true;;-5.010000;2018-01-01;
110041;Luettmoor-Siel AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.873813;54.555435;1997-01-16;2020-01-22;Wasserstand;;true;;-5.020000;2018-01-01;
110129;Utersum;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.392361;54.700001;1991-06-12;;Wasserstand;2007-11-27;false;;-5.000000;1994-11-01;
110118;Langeness-Neuwarf;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.655174;54.632652;2002-05-01;;Wasserstand;1976-11-10;false;;-5.000000;1994-11-01;
110126;Amrum Bank;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.127582;54.661087;1992-12-01;;Wasserstand;1994-11-08;false;;-5.000000;2005-10-26;
110161;Hoyer Kanal;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.652352;54.968307;1994-04-13;;Wasserstand;1994-12-07;false;;-5.000000;2005-10-20;
110163;Kampen West;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.334365;54.970139;1996-06-10;;Wasserstand;1996-11-26;false;;-5.000000;2005-10-20;
110166;Ilef-Langeness;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.532524;54.634335;1997-05-20;;Wasserstand;1997-10-22;false;;-5.000000;2005-10-20;
110197;Piep;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.293221;54.195812;1993-02-11;;Wasserstand;1994-11-08;false;;-5.000000;2005-10-19;
110200;Friedrichskoog-Mole;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.844365;53.991066;2002-08-10;;Wasserstand;2004-11-25;false;;-5.000000;2004-02-05;
110005;Wyk Foehr;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.576263;54.693459;1950-11-01;2020-01-22;Wasserstand;;true;;-5.030000;2018-01-01;
114438;Schlüttsiel BP;LKN, Husum;Bongsieler Kanal;8.760818;54.684193;1998-09-01;2020-01-22;Abfluss;;true;722.748;-5.030000;1998-09-01;
114064;Soholm;LKN, Husum;Soholmer Au;9.022825;54.699760;2004-03-29;2020-01-22;Abfluss;;true;342.308;-5.000000;2018-01-01;Nordsee (Schlütt, Süderaue)
114593;Warwerort-Siel;LKN, Husum;---;8.929937;54.141434;2007-09-20;2020-01-22;Abfluss;2009-07-03;true;74.39;-5.030000;2018-01-01;
114382;Sachsenwaldau 2/Oher Graben;LKN, Itzehoe;Oher Graben;10.298897;53.542377;1999-04-01;;Abfluss;1999-08-31;false;4.06;0.000000;1999-04-01;
114396;Westerrade;LKN, Itzehoe;Struckau;10.450934;53.939873;1996-06-01;;Abfluss;1997-10-31;false;9.6;25.653999;1996-06-01;
114439;Oldesloe 3 Stadtpark;LKN, Itzehoe;Beste;10.372116;53.805363;2000-02-01;;Abfluss;;false;198.0;4.509000;2000-01-31;Ostsee
114204;Osterrönfeld/Wehrau;LKN, Kiel;Wehrau;9.702339;54.284676;1984-11-01;;Abfluss;;false;110.0;0.000000;2010-07-29;
114412;Scholderup;LKN, Husum;Füsinger Au;9.679818;54.562965;1996-01-01;;Abfluss;2003-11-07;false;225.11;0.000000;1996-11-21;
112251;Nordfeld-Siel;LKN, Husum;Eider;9.138429;54.339252;2003-04-01;2020-01-22;Abfluss;;true;945.46;-5.000000;2003-03-14;
114447;Radekamp;LKN, Itzehoe;Schwarze Au;10.445378;53.510475;2001-05-07;;Abfluss;2009-11-26;false;27.2;32.230000;2001-09-17;
114061;Sollerupmühle;LKN, Husum;Jerrisbek;9.313270;54.582355;1984-11-01;;Abfluss;;false;84.27;0.000000;1994-11-01;Eider, Nordsee
114254;Sörup;LKN, Husum;Bönstrupau;0.000000;0.000000;1984-11-01;;Abfluss;1986-05-31;false;;0.000000;1984-11-01;
114558;Tetenbüllspieker BP;LKN, Husum;Tetenbüll-Sielzug;8.830503;54.398636;2005-07-19;;Abfluss;;false;50.86;-5.010000;2018-01-01;
114068;Todenbüttel;LKN, Kiel;Todenbütteler  Au;9.546954;54.128384;1984-11-01;;Abfluss;;false;87.83;0.000000;1994-11-01;Nord-Ostsee-Kanal, Elbe, Nordsee
111015;Tönning BP;LKN, Husum;Norderbootfahrt;8.942661;54.315887;2003-12-01;2020-01-22;Abfluss;;true;37.36;-5.020000;1994-11-01;
114200;Padenstedt;LKN, Kiel;Stör;9.916700;54.051029;1984-11-01;;Abfluss;;false;199.0;10.510000;2006-10-30;
114252;Ziegelhof;LKN, Kiel;Grinau;10.585460;53.806301;1984-11-29;;Abfluss;;false;32.5;0.000000;2012-07-02;
114188;Glücksburg;LKN, Kiel;Schwennau;9.542206;54.842140;1984-11-01;;Abfluss;;false;33.3;-0.010000;2010-07-08;
110016;Tuemlau AP;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;Nordsee;8.674768;54.351017;2001-08-13;2020-01-22;Wasserstand;;true;;-4.990000;2018-01-01;
111059;Sommerkoog Steertloch BP;LKN, Husum;Staubecken Sommerkoog;8.958975;54.033340;2009-04-09;;Abfluss;;false;64.68;-5.040000;1997-04-16;
114610;Hobbersdorfer Mühle Unterlauf;LKN, Kiel;Schwartau;10.713442;53.959942;2012-10-18;;Wasserstand;;false;;0.000000;2012-08-10;
114611;Lübeck-Strecknitz;LKN, Itzehoe;Wakenitz;10.723230;53.840927;2012-11-05;2020-01-22;Wasserstand;;true;;;;Trave
114603;Dätgen;LKN, Kiel;Oldendieksau;9.924279;54.190701;2011-09-06;;Wasserstand;2018-07-12;false;14.16;18.781000;2011-09-06;
111102;Büsum-Erlengrund;Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz;---;8.843901;54.135422;2011-05-04;2020-01-22;Wasserstand;;true;12.18;-5.000000;2018-01-01;
114604;Kleiner Binnensee;LKN, Kiel;---;10.619926;54.353619;2011-06-30;2020-01-22;Wasserstand;;true;;-1.525000;2011-09-07;
114601;Bünzen;LKN, Kiel;Bünzau;9.807290;54.069305;2011-07-07;;Wasserstand;;false;;6.666000;2011-06-09;"Elbe

, Nordsee"
114613;Innien-Mitte;LKN, Kiel;Bünzau;9.796762;54.081322;2014-03-24;;Wasserstand;;false;164.2;7.760000;2014-03-24;"Elbe

, Nordsee"
111113;Krabbenloch BP;LKN, Husum;Sielzug Krabbenloch;8.903138;53.982098;2015-11-30;2020-01-22;Wasserstand;;true;5.04;-5.020000;2018-01-01;
